Statistical profiling result from isolate-0x62d8be0-4902-v8.log, (19355 ticks, 12872 unaccounted, 0 excluded).

 [Shared libraries]:
   ticks  total  nonlib   name
      7  100.0%      JS: ~compile /var/www/html/kwaku/fatou/yellow/node_modules/ejs/lib/ejs.js:381:35
      7  100.0%        JS: ~handleCache /var/www/html/kwaku/fatou/yellow/node_modules/ejs/lib/ejs.js:210:21
      7  100.0%          JS: ~includeFile /var/www/html/kwaku/fatou/yellow/node_modules/ejs/lib/ejs.js:309:21
      7  100.0%            JS: ~include /var/www/html/kwaku/fatou/yellow/node_modules/ejs/lib/ejs.js:696:30

    217    1.1%  RegExp: [\0\b\t\n\r\x1a\"\'\\]
    158   72.8%    JS: *format /var/www/html/kwaku/fatou/yellow/node_modules/sqlstring/lib/SqlString.js:76:35
    158  100.0%      JS: ^Connection.format /var/www/html/kwaku/fatou/yellow/node_modules/mysql/lib/Connection.js:267:39
    158  100.0%        JS: ^query /var/www/html/kwaku/fatou/yellow/node_modules/mysql/lib/Connection.js:180:44
    158  100.0%          JS: ^<anonymous> /var/www/html/kwaku/fatou/yellow/node_modules/express-mysql-session/index.js:381:22
    158  100.0%            JS: ^MySQLStore.query /var/www/html/kwaku/fatou/yellow/node_modules/express-mysql-session/index.js:380:39
     59   27.2%    JS: *escapeString /var/www/html/kwaku/fatou/yellow/node_modules/sqlstring/lib/SqlString.js:196:22
     54   91.5%      JS: ^escape /var/www/html/kwaku/fatou/yellow/node_modules/sqlstring/lib/SqlString.js:34:35
     54  100.0%        JS: ^format /var/www/html/kwaku/fatou/yellow/node_modules/sqlstring/lib/SqlString.js:76:35
     54  100.0%          JS: ^Connection.format /var/www/html/kwaku/fatou/yellow/node_modules/mysql/lib/Connection.js:267:39
     54  100.0%            JS: ^query /var/www/html/kwaku/fatou/yellow/node_modules/mysql/lib/Connection.js:180:44
      5    8.5%      JS: ~escape /var/www/html/kwaku/fatou/yellow/node_modules/sqlstring/lib/SqlString.js:34:35
      5  100.0%        JS: ^format /var/www/html/kwaku/fatou/yellow/node_modules/sqlstring/lib/SqlString.js:76:35
      5  100.0%          JS: ~Connection.format /var/www/html/kwaku/fatou/yellow/node_modules/mysql/lib/Connection.js:267:39
      3   60.0%            JS: ^query /var/www/html/kwaku/fatou/yellow/node_modules/mysql/lib/Connection.js:180:44
      2   40.0%            JS: ~query /var/www/html/kwaku/fatou/yellow/node_modules/mysql/lib/Connection.js:180:44

